,0
0,1258005.7261595444
1,1258005.7261595444
2,573873.0725261973
3,573873.0725261973
4,304302.77559974906
5,304302.77559974906
6,196443.96584885733
7,196443.96584885733
8,151741.88176730543
9,151741.88176730543
10,131778.614650596
11,131778.614650596
12,121574.7627420311
13,121574.7627420311
14,115286.32865810009
15,115286.32865810009
16,110630.10639926998
17,110630.10639926998
18,106710.9756166231
19,106710.9756166231
20,103175.08125964418
21,103175.08125964418
22,99879.77435385926
23,99879.77435385926
24,96764.95976651531
25,96764.95976651531
26,93802.94245721152
27,93802.94245721152
28,90978.86890741579
29,90978.86890741579
30,88283.09350802915
31,88283.09350802915
32,85708.19320584262
33,85708.19320584262
34,83247.79430707727
35,83247.79430707727
36,80896.10604900641
37,80896.10604900641
38,78647.73009282908
39,78647.73009282908
40,76497.57799326803
41,76497.57799326803
42,74440.83116702436
43,74440.83116702436
44,72472.91781943504
45,72472.91781943504
46,70589.49685515415
47,70589.49685515415
48,68786.4448666623
49,68786.4448666623
50,67059.84466033097
51,67059.84466033097
52,65405.9747027778
53,65405.9747027778
54,63821.29923083611
55,63821.29923083611
56,62302.45890981057
57,62302.45890981057
58,60846.261980544485
59,60846.261980544485
60,59449.67585832424
61,59449.67585832424
62,58109.81915610556
63,58109.81915610556
64,56823.954108891056
65,56823.954108891056
66,55589.479378405704
67,55589.479378405704
68,54403.92321871258
69,54403.92321871258
70,53264.936984558306
71,53264.936984558306
72,52170.28896521807
73,52170.28896521807
74,51117.858527501405
75,51117.858527501405
76,50105.63055240989
77,50105.63055240989
78,49131.6901507189
79,49131.6901507189
80,48194.21764349606
81,48194.21764349606
82,47291.48379427146
83,47291.48379427146
84,46421.845280240355
85,46421.845280240355
86,45583.740390512445
87,45583.740390512445
88,44775.68494002254
89,44775.68494002254
90,43996.268388289216
91,43996.268388289216
92,43244.15015274876
93,43244.15015274876
94,42518.05610690862
95,42518.05610690862
96,41816.77525405226
97,41816.77525405226
98,41139.156567693106
99,41139.156567693106
100,40484.10599041614
101,40484.10599041614
102,39850.58358316497
103,39850.58358316497
104,39237.60081743083
105,39237.60081743083
106,38644.21800317817
107,38644.21800317817
108,38069.541845699976
109,38069.541845699976
110,37512.72312493872
111,37512.72312493872
112,36972.95449113186
113,36972.95449113186
114,36449.4683709491
115,36449.4683709491
116,35941.53497858124
117,35941.53497858124
118,35448.46042651808
119,35448.46042651808
120,34969.584931016776
121,34969.584931016776
122,34504.28110751287
123,34504.28110751287
124,34051.9523514638
125,34051.9523514638
126,33612.03130034161
127,33612.03130034161
128,33183.97837270575
129,33183.97837270575
130,32767.280380490934
131,32767.280380490934
132,32361.44921083934
133,32361.44921083934
134,31966.020573990023
135,31966.020573990023
136,31580.552813913175
137,31580.552813913175
138,31204.62577854386
139,31204.62577854386
140,30837.839746625978
