,0
0,1713270.9928481723
1,6641969.030529779
2,4761702.895309731
3,676169.2487348979
4,368842.42499264405
5,1403428.370455532
6,1026487.0584153332
7,175583.965389814
8,97444.29837758033
9,321074.6867066677
10,226895.7596007854
11,62164.60781346748
12,40288.45187043074
13,76047.62374183747
14,66719.23716235302
15,24493.94528537733
16,19041.098795689148
17,28348.591597887196
18,22412.77798877148
19,15037.557379043572
20,13171.642829698128
21,14366.526808520428
22,13536.873930521879
23,11865.908437330248
24,11531.992755254783
25,11719.364716036564
26,11847.372866967493
27,11324.559540630704
28,11251.761489552904
29,11344.970734634686
30,11009.448566550036
31,10821.052397456739
32,10494.755377229461
33,10100.347599829362
34,9728.997203226347
35,9199.425519075992
36,8680.374138021813
37,8140.094349268611
38,7549.659823200251
39,6967.475483773066
40,6378.8397626715605
41,5801.027146809273
42,5240.407824679167
43,4704.009307986517
44,4196.94465843571
45,3723.3808251648056
46,3289.5580674994258
47,2891.908710700325
48,2536.132956036093
49,2220.992020969803
50,1943.6558458931606
51,1705.7580465367116
52,1502.8647290524916
53,1333.0806522228445
54,1194.0617711547723
55,1081.6073204172085
56,993.1371530382776
57,925.0638842435335
58,873.9734056525793
59,836.8494447318479
60,810.580095520072
61,792.4318119529619
62,779.8911047880263
63,770.7886035580974
64,763.2179230830711
65,755.6285392707258
66,746.7951760072986
67,735.7475036678297
68,721.8536802227623
69,704.7075156668934
70,684.1349648908208
71,660.1765958506049
72,633.0208854988123
73,602.9998869578226
74,570.5445400975663
75,536.1563619787227
76,500.38056526827506
77,463.78033774153545
78,426.9156041003697
79,390.3207670695762
80,354.4945255365097
81,319.8828543709273
82,286.87182029089894
83,255.78337780315553
84,226.86876517755925
85,200.31110035313657
86,176.22580614579635
87,154.66373333185646
88,135.61764666849152
89,119.02742535862205
90,104.78778225060954
91,92.7560267728899
92,82.75975339441487
93,74.60494489428426
94,68.08345778547177
95,62.98017385027167
96,59.079392505069364
97,56.170557247997415
98,54.0530609284575
99,52.54013997542795
100,51.461983931214036
101,50.667824821515254
102,50.02730021105747
103,49.431043758943645
104,48.79054461010471
105,48.03750357471327
106,47.12265194335608
107,46.01420026970291
108,44.6960218566627
109,43.16561555188026
110,41.43198297348451
111,39.513470753443634
112,37.43564618268944
113,35.22927465897891
114,32.928431999497946
115,30.568794152185678
116,28.18612813834951
117,25.814999133297174
118,23.487702850227787
119,21.23342242079088
120,19.077604099313035
121,17.041539410033213
122,15.142138166727891
123,13.391872589434513
124,11.79887048889938
125,10.367134627821954
126,9.096863886192883
127,7.984852723624251
128,7.024946032474905
129,6.208527729760138
130,5.525023618971105
131,4.962401005349521
132,4.5076501060438945
133,4.147234894933639
134,3.867503571477803
135,3.655051467455931
136,3.497031618603268
137,3.381410487735673
138,3.2971683538028067
139,3.234445634741359
140,3.184637889391901
141,3.140443427392304
142,3.0958683550819153
143,3.0461945105173625
144,2.987916114237387
145,2.918651105665969
146,2.837033082625113
147,2.7425895369684747
148,2.6356117184258547
149,2.5170209919293933
150,2.3882360043287187
151,2.2510443793771078
152,2.1074820330232864
153,1.9597225678864796
154,1.8099785878439485
155,1.6604161815559115
156,1.5130832749271785
157,1.3698520552481315
158,1.2323752307042783
159,1.1020555152557485
160,0.9800274211233977
161,0.8671502006426881
162,0.7640106047125296
163,0.6709340125440151
164,0.5880024329744461
165,0.5150778750943092
166,0.45182962876841903
167,0.39776407672554626
168,0.3522557716515573
169,0.314578646760459
170,0.28393637933939114
171,0.2594910870131355
172,0.2403896997333223
173,0.2257875113300008
174,0.21486856826323109
175,0.20686269618529252
176,0.2010590942131521
177,0.19681654035684826
178,0.19357034808058377
179,0.1908362929642219
180,0.18821178993358412
181,0.18537464614824278
182,0.18207974340274652
183,0.17815401815500986
184,0.17349010864959546
185,0.16803902878922283
186,0.16180220926132916
187,0.15482321977966768
188,0.14717945396581034
189,0.13897402207993464
190,0.13032805812060905
191,0.12137360819127996
192,0.11224722776868046
193,0.10308437769862977
194,0.09401467331138036
195,0.08515800871596363
196,0.0766215496426873
197,0.06849756352554476
198,0.0608620350497211
199,0.053773999186383925
200,0.04727551171594019
201,0.0413921692053964
202,0.03613408606574381
203,0.03149723531047918
204,0.027465061546857295
205,0.024010279114396793
206,0.02109677467018556
207,0.018681541450307065
208,0.016716581461803243
209,0.015150721560376668
210,0.013931299363441091
211,0.013005684895754765
212,0.012322613474761684
213,0.011833314373456527
214,0.011492428059687892
215,0.011258712160724577
216,0.011095542646847367
217,0.010971222015251136
218,0.010859110473392192
219,0.010737599288907662
220,0.010589947640126357
221,0.010404005538247968
222,0.010171845789606615
223,0.009889327623741534
224,0.009555613641918537
225,0.00917266025374422
226,0.008744699880031653
227,0.008277731018450585
228,0.007779029898340034
229,0.0072566949884079746
230,0.006719233151803644
231,0.0061751938408490525
232,0.005632855453080288
233,0.005099965878991614
234,0.004583537401212867
235,0.004089694478957517
236,0.0036235715881644814
237,0.003189257190991668
238,0.0027897790762362595
239,0.002427125734072444
240,0.0021022980864472407
241,0.0018153857685637709
242,0.0015656622197565973
243,0.0013516930680508576
244,0.0011714526517869195
245,0.001022443985514182
246,0.000901818017907452
247,0.0008064886201123167
248,0.0007332403590251113
249,0.0006788267302400286
250,0.0006400571302356273
251,0.0006138714212285123
252,0.0005974014719755394
253,0.0005880195340024486
254,0.0005833737283649498
255,0.0005814112689496165
256,0.0005803903329101856
257,0.0005788817076526898
258,0.0005757614991757365
259,0.0005701962825606643
260,0.0005616221171293456
261,0.0005497188423994603
262,0.0005343810230828694
263,0.0005156868289838967
264,0.0004938660261142314
265,0.0004692681251249331
266,0.00044233158943163264
267,0.00041355485386634916
268,0.0003834697512197782
269,0.00035261779317380393
270,0.0003215296083939334
271,0.0002907077068590447
272,0.0002606126188698654
273,0.00023165235121272443
274,0.00020417501294200946
275,0.00017846438964772005
276,0.00015473818805955553
277,0.00013314863156360657
278,0.00011378506114262388
279,9.667818383329863e-05
280,8.180561070386672e-05
281,6.909833688892308e-05
282,5.84478356731033e-05
283,4.9713465097467324e-05
284,4.2729917521133753e-05
285,3.7314478085914704e-05
286,3.327389583049345e-05
287,3.0410709550732218e-05
288,2.852890855012391e-05
289,2.743884466013813e-05
290,2.696134592775068e-05
291,2.6931013100472967e-05
292,2.7198707254622034e-05
293,2.7633260161030737e-05
294,2.8122458105100945e-05
295,2.8573364965089887e-05
296,2.891206133590063e-05
297,2.9082883784253832e-05
298,2.904725201344216e-05
299,2.878217236221281e-05
300,2.827850391357023e-05
301,2.753906910196724e-05
302,2.6576684394929995e-05
303,2.5412178962902487e-05
304,2.407246052557599e-05
305,2.258867832227729e-05
306,2.099452358003684e-05
307,1.9324698379119543e-05
308,1.7613574772756824e-05
309,1.5894057412813023e-05
310,1.4196655174880668e-05
311,1.2548760368713552e-05
312,1.0974128204305211e-05
