,0
0,3005438.106265605
1,3005438.106265605
2,3005438.106265605
3,751359.5266459921
4,751359.5266459921
5,751359.5266459921
6,751359.5266459921
7,187839.8816784476
8,187839.8816784476
9,187839.8816784476
10,187839.8816784476
11,46959.9704211751
12,46959.9704211751
13,46959.9704211751
14,46959.9704211751
15,11739.99260389667
16,11739.99260389667
17,11739.99260389667
18,11739.99260389667
19,2934.9981506822487
20,2934.9981506822487
21,2934.9981506822487
22,2934.9981506822487
23,733.749537690884
24,733.749537690884
25,733.749537690884
26,733.749537690884
27,183.43738441063346
28,183.43738441063346
29,183.43738441063346
30,183.43738441063346
31,45.859346101726715
32,45.859346101726715
33,45.859346101726715
34,45.859346101726715
35,11.464836525226055
36,11.464836525226055
37,11.464836525226055
38,11.464836525226055
39,2.866209131090452
40,2.866209131090452
41,2.866209131090452
42,2.866209131090452
43,0.7165522824172499
44,0.7165522824172499
45,0.7165522824172499
46,0.7165522824172499
47,0.17913807031303586
48,0.17913807031303586
49,0.17913807031303586
50,0.17913807031303586
51,0.04478451727397781
52,0.04478451727397781
53,0.04478451727397781
54,0.04478451727397781
55,0.011196129013300582
56,0.011196129013300582
57,0.011196129013300582
58,0.011196129013300582
59,0.00279903194626524
60,0.00279903194626524
61,0.00279903194626524
62,0.00279903194626524
63,0.0006997576793742188
64,0.0006997576793742188
65,0.0006997576793742188
66,0.0006997576793742188
67,0.00017493911266971973
68,0.00017493911266971973
69,0.00017493911266971973
70,0.00017493911266971973
71,4.373447099298433e-05
72,4.373447099298433e-05
73,4.373447099298433e-05
74,4.373447099298433e-05
75,1.093331057813729e-05
76,1.093331057813729e-05
77,1.093331057813729e-05
78,1.093331057813729e-05
79,2.7330204715181328e-06
80,2.7330204715181328e-06
81,2.7330204715181328e-06
82,2.7330204715181328e-06
83,6.829479456960108e-07
84,6.829479456960108e-07
85,6.829479456960108e-07
86,6.829479456960108e-07
87,1.704298139282301e-07
88,1.704298139282301e-07
89,1.704298139282301e-07
90,1.704298139282301e-07
91,4.23002812222073e-08
92,4.23002812222073e-08
93,4.23002812222073e-08
94,4.23002812222073e-08
95,1.0267898059579394e-08
96,1.0267898059579394e-08
97,1.0267898059579394e-08
98,1.0267898059579394e-08
99,2.259801845649889e-09
100,2.259801845649889e-09
101,2.259801845649889e-09
102,2.259801845649889e-09
103,2.5777818768446537e-10
